Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Project url,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Labels,Description,Environment,Watchers,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Inward issue link (Cloners),Inward issue link (Cloners),Inward issue link (Cloners),Outward issue link (Cloners),Attachment,Attachment,Attachment,Attachment,Custom field (Actual Result),Custom field (Actual Result),Custom field (Actual end),Custom field (Actual start),Custom field (Category),Custom field (Change reason),Custom field (Change risk),Custom field (Change type),Custom field (Compass),Custom field (Development),Custom field (Epic Color),Custom field (Epic Link),Custom field (Epic Name),Custom field (Epic Status),Custom field (Expected Result),Custom field (Expected Result),Custom field (Impact),Custom field (Issue color),Custom field (Locked forms),Custom field (Open forms),Custom field (Rank),Custom field (Request Type),Sprint,Custom field (Start date),Custom field (Story Points),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Test Level),Custom field (Test level),Custom field (Testcase Result),Custom field (Testcase Result),Custom field (Text Steps),Custom field (Text Steps),Custom field (Total forms),Custom field ([CHART] Date of First Response),Status Category
SM- Verify Change Password -Verify after pasword is changed page is redirected to Login screen,BK02-175,10213,Story,To Do,BK02,Banking02,software,Đỗ Vũ,62a15e599b728c006a94a6ee,,,Medium,,Đỗ Vũ,62a15e599b728c006a94a6ee,Đỗ Vũ,62a15e599b728c006a94a6ee,Đỗ Vũ,62a15e599b728c006a94a6ee,24/Dec/22 4:36 PM,03/Jan/23 4:05 PM,03/Jan/23 3:35 PM,,,0,ChangePassword,"Old Password -correct Old Password

New Password :123456@

Cofim Password: 123456@",,Đỗ Vũ,62a15e599b728c006a94a6ee,,,,,,,,,,,,,,,,,,,,,,,,24/Dec/22 8:46 PM;ug:099fbc65-ba7a-4c70-ae8d-25ee19cbe082;image-20221224-134605.png;https://dolongvu.atlassian.net/secure/attachment/10122/image-20221224-134605.png,24/Dec/22 8:46 PM;ug:099fbc65-ba7a-4c70-ae8d-25ee19cbe082;image-20221224-134617.png;https://dolongvu.atlassian.net/secure/attachment/10123/image-20221224-134617.png,24/Dec/22 4:46 PM;62a15e599b728c006a94a6ee;pass-not-found.jpg;https://dolongvu.atlassian.net/secure/attachment/10108/pass-not-found.jpg,,,"The system displays an error ""not found""",,,,,,,,,,BK02-5,,,, No error message appeared after changing the password,,,,,0|hzzzzu:,,NC Sprint 2,,,,,,,,,Intergartion,,Fail,,"1) Click onchange Password
2) Enter required fileds
3)Submit",,,To Do
SM - Verify Change Password -verify after the password is changed the page is redirected to the login screen.,BK02-174,10212,Story,To Do,BK02,Banking02,software,Đỗ Vũ,62a15e599b728c006a94a6ee,,,Medium,,Đỗ Vũ,62a15e599b728c006a94a6ee,Đỗ Vũ,62a15e599b728c006a94a6ee,Đỗ Vũ,62a15e599b728c006a94a6ee,24/Dec/22 3:59 PM,03/Jan/23 4:05 PM,03/Jan/23 3:35 PM,,,0,ChangePassword,"Old password -Correct  Old password

New PassWord-123456@

Confirm PassWord-123456@",,Đỗ Vũ,62a15e599b728c006a94a6ee,,,,,,,,,,,,,,,,,,,,,,,,24/Dec/22 4:32 PM;62a15e599b728c006a94a6ee;pass-not-found.jpg;https://dolongvu.atlassian.net/secure/attachment/10107/pass-not-found.jpg,,,,,,,,,,,,,,,BK02-5,,,,Can change the password and not show any error message,,,,,0|hzzzzq:,,NC Sprint 2,,,,,,,,,System,,Fail,,"1)Click on Change Password
2)Enter required fields
3)Submit",,,To Do
"IPF36 - Verify Edit Customer - Check If Customer Id does not associate with Manager, System displays an error.",BK02-173,10211,Story,In Progress,BK02,Banking02,software,Đỗ Vũ,62a15e599b728c006a94a6ee,,,Medium,,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,17/Dec/22 7:03 PM,24/Dec/22 11:04 PM,03/Jan/23 3:35 PM,,,0,EditCustomer,"If Customer Id does not associate with Manager, System displays an error.",,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,,,,,,,,,,,,,,,,,,,,,,,BK02-172,,,,,,,,,,,,,,,,BK02-7,,,,"An error message ""Customer Id does not associate with Manager""",,,,,0|i0012u:,,BK02 Sprint 2,,,,,,,,,Intergartion,,Skip,,"1.Enter customer Id is invalid
2.submit",,,In Progress
"IPF35 - Verify Edit Customer - Check If Customer Id is invalid, System displays an error.",BK02-172,10210,Story,In Progress,BK02,Banking02,software,Đỗ Vũ,62a15e599b728c006a94a6ee,,,Medium,,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,17/Dec/22 7:03 PM,24/Dec/22 11:04 PM,03/Jan/23 4:59 PM,,,0,EditCustomer,"If Customer Id is invalid, System displays an error.",,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,,,,,,,,,,,,,,,,,,,,BK02-173,,,BK02-171,,,,,,,,,,,,,,,,BK02-7,,,,"An error message ""Customer Id is invalid""",,,,,0|i0012m:,,BK02 Sprint 2,,,,,,,,,Intergartion,,Skip,,"1.Enter customer Id is invalid
2.submit",,,In Progress
"IPF34 - Verify Edit Customer - Check If same Email Id exist in the system, system shows an error.",BK02-171,10209,Story,In Progress,BK02,Banking02,software,Đỗ Vũ,62a15e599b728c006a94a6ee,,,Medium,,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,17/Dec/22 7:01 PM,24/Dec/22 11:03 PM,03/Jan/23 4:59 PM,,,0,EditCustomer,"If same Email Id exist in the system, system shows an error.",,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,,,,,,,,,,,,,,,,,,,,BK02-172,,,BK02-170,,,,,,,,,,,,,,,,BK02-7,,,,"An error message ""Email Id exist in the system""",,,,,0|i0012e:,,BK02 Sprint 2,,,,,,,,,Intergartion,,Skip,,"1.Enter email Id exist
2.submit",,,In Progress
"IPF33 - Verify New Customer - Check If same Email Id exist in the system, system shows an error",BK02-170,10208,Story,In Progress,BK02,Banking02,software,Đỗ Vũ,62a15e599b728c006a94a6ee,,,Medium,,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,17/Dec/22 6:59 PM,24/Dec/22 11:03 PM,03/Jan/23 4:59 PM,,,0,NewCustomer,"If same Email Id exist in the system, system shows an error",,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,,,,,,,,,,,,,,,,,,,,BK02-171,BK02-205,BK02-206,BK02-169,,,,,,,,,,,,,,,,BK02-6,,,,"An error message ""Email Id exist in the system"" ",,,,,0|i00126:,,BK02 Sprint 2,,,,,,,,,Intergartion,,Skip,,"1.Enter email Id exist
2.submit",,,In Progress
"IPF32 - Verify New Account - Check If Customer Id does not associate with manager, System displays an error.",BK02-169,10207,Story,In Progress,BK02,Banking02,software,Đỗ Vũ,62a15e599b728c006a94a6ee,,,Medium,,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,17/Dec/22 6:59 PM,24/Dec/22 11:03 PM,03/Jan/23 4:59 PM,,,0,NewAccount,"If Customer Id does not associate with manager, System displays an error.",,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,,,,,,,,,,,,,,,,,,,,BK02-170,,,BK02-168,,,,,,,,,,,,,,,,BK02-8,,,,"An error message ""Customer Id does not associate with manager""",,,,,0|i0011y:,,BK02 Sprint 2,,,,,,,,,Intergartion,,Skip,,"1.Enter ID customer is invalid
2.submit",,,In Progress
"IPF31 - Verify New Account - Check If initial deposit is less than 500, System displays an error.",BK02-168,10206,Story,In Progress,BK02,Banking02,software,Đỗ Vũ,62a15e599b728c006a94a6ee,,,Medium,,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,17/Dec/22 6:58 PM,24/Dec/22 11:02 PM,03/Jan/23 4:59 PM,,,0,NewAccount,"If initial deposit is less than 500, System displays an error.",,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,,,,,,,,,,,,,,,,,,,,BK02-169,,,BK02-167,,,,,,,,,,,,,,,,BK02-8,,,,"An error message ""Initial deposit must less than 500""",,,,,0|i0011q:,,BK02 Sprint 2,,,,,,,,,Intergartion,,Skip,,"1.Enter initial deposit is less than 500
2.submit",,,In Progress
"IPF30 - Verify New Account - Check If Customer ID is invalid, system displays an error.",BK02-167,10205,Story,In Progress,BK02,Banking02,software,Đỗ Vũ,62a15e599b728c006a94a6ee,,,Medium,,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,17/Dec/22 6:56 PM,03/Jan/23 2:07 PM,03/Jan/23 4:59 PM,,,0,NewAccount,"If Customer ID is invalid, system displays an error.",,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,,,,,,,,,,,,,,,,,,,,BK02-168,,,BK02-166,,,,,,,,,,,,,,,,BK02-8,,,,"An error message ""Customer ID is invalid""",,,,,0|i00116:,,BK02 Sprint 2,,,,,,,,,Intergartion,,Skip,,"1.Enter customer Id is invalid
2.submit",,,In Progress
"IPF29 - Verify Edit Account - Check If Account number does not associate with manager, System displays an error.",BK02-166,10204,Story,In Progress,BK02,Banking02,software,Đỗ Vũ,62a15e599b728c006a94a6ee,,,Medium,,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,17/Dec/22 6:54 PM,03/Jan/23 2:07 PM,03/Jan/23 4:59 PM,,,0,EditAccount,"If Account number does not associate with manager, System displays an error.",,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,,,,,,,,,,,,,,,,,,,,BK02-167,,,BK02-165,,,,,,,,,,,,,,,,BK02-9,,,,"An error message ""Account number does not associate with manager"" must shown",,,,,0|i0010y:,,BK02 Sprint 2,,,,,,,,,Intergartion,,Skip,,"1.Enter Account number on input
2.submit",,,In Progress
"IPF28 - Verify Edit Account - Check If Account Number is invalid, system displays an error.",BK02-165,10203,Story,In Progress,BK02,Banking02,software,Đỗ Vũ,62a15e599b728c006a94a6ee,,,Medium,,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,17/Dec/22 6:52 PM,03/Jan/23 2:07 PM,03/Jan/23 4:59 PM,,,0,EditAccount,"If Account Number is invalid, system displays an error.",,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,,,,,,,,,,,,,,,,,,,,BK02-166,,,BK02-164,,,,,,,,,,,,,,,,BK02-9,,,,"An error message ""Account Number is invalid""",,,,,0|i0010w:,,BK02 Sprint 2,,,,,,,,,Intergartion,,Skip,,"1.Enter Account Number is invalid
2.submit",,,In Progress
"IPF27 - Verify Delete Account - Check If account does not associate with manager logged in, System displays an error.",BK02-164,10202,Story,In Progress,BK02,Banking02,software,Đỗ Vũ,62a15e599b728c006a94a6ee,,,Medium,,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,17/Dec/22 6:51 PM,24/Dec/22 11:00 PM,03/Jan/23 4:59 PM,,,0,DeleteAccount,"If account does not associate with manager logged in, System displays an error.",,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,,,,,,,,,,,,,,,,,,,,BK02-165,BK02-189,,BK02-163,,,,,,,,,,,,,,,,BK02-10,,,,"An error message ""account does not associate with manager logged in""",,,,,0|i0010u:,,BK02 Sprint 2,,,,,,,,,Intergartion,,Skip,,"1.Enter Account Number is invalid
2.submit",,,In Progress
"IPF26 - Verify Delete Account - Check If Account Number is invalid, system displays an error",BK02-163,10201,Story,Done,BK02,Banking02,software,Đỗ Vũ,62a15e599b728c006a94a6ee,,,Medium,Done,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,17/Dec/22 6:49 PM,24/Dec/22 11:00 PM,03/Jan/23 4:59 PM,24/Dec/22 11:00 PM,,0,DeleteAccount,"If Account Number is invalid, system displays an error",,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,,,,,,,,,,,,,,,,,,,,BK02-164,BK02-188,,BK02-162,,,,,,"An error has appeared ""Account does not exist""",,,,,,,,,,BK02-10,,,,"An error message appear ""Account Number is invalid""",,,,,0|i0010m:,,BK02 Sprint 2,,,,,,,,,Intergartion,,Pass,,"1.Enter account number is invalid
2.submit",,,Done
"IPF25 - Verify Delete Customer- Check If Customer Id does not associate with manager, System displays an error.",BK02-162,10200,Story,In Progress,BK02,Banking02,software,Đỗ Vũ,62a15e599b728c006a94a6ee,,,Medium,,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,17/Dec/22 6:46 PM,24/Dec/22 10:59 PM,03/Jan/23 4:59 PM,,,0,DeleteCustomer,"If Customer Id does not associate with manager, System displays an error.",,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,,,,,,,,,,,,,,,,,,,,BK02-163,BK02-185,,,,,,,,,,,,,,,,,,BK02-11,,,,"An error message ""Account must be linked with manager"".",,,,,0|i0010e:,,BK02 Sprint 2,,,,,,,,,Intergartion,,Skip,,"1.Enter customer Id is invalid
2.submit",,,In Progress
"IPF12 - Fund Transfer Customer - If the source account is not associate with customer itself, System displays an error",BK02-161,10199,Bug,In Progress,BK02,Banking02,software,Đỗ Vũ,62a15e599b728c006a94a6ee,,,Medium,,Tâm Hà,638ee5aaf48fbd9b62d97a6f,Tâm Hà,638ee5aaf48fbd9b62d97a6f,Tâm Hà,638ee5aaf48fbd9b62d97a6f,17/Dec/22 5:54 PM,17/Dec/22 9:56 PM,03/Jan/23 4:59 PM,,,0,FundTransfer,,,Tâm Hà,638ee5aaf48fbd9b62d97a6f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BK02-2,,,,,,,,,0|i000v9:zr,,BK02 Sprint 2,,,,,,,,,Intergartion,,,,,,,In Progress
"IPF11 - Fund Transfer Customer - If the source account does not have the necessary balance, system displays an error",BK02-160,10198,Bug,In Progress,BK02,Banking02,software,Đỗ Vũ,62a15e599b728c006a94a6ee,,,Medium,,Tâm Hà,638ee5aaf48fbd9b62d97a6f,Tâm Hà,638ee5aaf48fbd9b62d97a6f,Tâm Hà,638ee5aaf48fbd9b62d97a6f,17/Dec/22 5:53 PM,17/Dec/22 9:54 PM,03/Jan/23 4:59 PM,,,0,FundTransfer,The web haven’t form for customer,,Tâm Hà,638ee5aaf48fbd9b62d97a6f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BK02-2,,,,,,,,,0|i000v9:zi,,BK02 Sprint 2,,,,,,,,,Intergartion,,Fail,,,,,In Progress
"IPF10 - Fund Transfer Customer - If these source and destination account numbers are same, system displays an error",BK02-159,10197,Bug,In Progress,BK02,Banking02,software,Đỗ Vũ,62a15e599b728c006a94a6ee,,,Medium,,Tâm Hà,638ee5aaf48fbd9b62d97a6f,Tâm Hà,638ee5aaf48fbd9b62d97a6f,Tâm Hà,638ee5aaf48fbd9b62d97a6f,17/Dec/22 5:52 PM,17/Dec/22 9:57 PM,03/Jan/23 4:59 PM,,,0,FundTransfer,The web haven’t form for customer,,Tâm Hà,638ee5aaf48fbd9b62d97a6f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BK02-2,,,,,,,,,0|i000v9:z,,BK02 Sprint 2,,,,,,,,,Intergartion,,Fail,,,,,In Progress
"IPF9 - Fund Transfer Customer - If the destination account number is not valid, system displays an error",BK02-158,10196,Bug,In Progress,BK02,Banking02,software,Đỗ Vũ,62a15e599b728c006a94a6ee,,,Medium,,Tâm Hà,638ee5aaf48fbd9b62d97a6f,Tâm Hà,638ee5aaf48fbd9b62d97a6f,Tâm Hà,638ee5aaf48fbd9b62d97a6f,17/Dec/22 5:51 PM,17/Dec/22 9:58 PM,03/Jan/23 3:35 PM,,,0,FundTransfer,The web haven’t form for customer,,Tâm Hà,638ee5aaf48fbd9b62d97a6f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BK02-2,,,,,,,,,0|i000v9:y,,BK02 Sprint 2,,,,,,,,,Intergartion,,Fail,,,,,In Progress
"IPF8 - Fund Transfer Manager - If the source account does not associated with manager, System displays an error",BK02-157,10195,Story,In Progress,BK02,Banking02,software,Đỗ Vũ,62a15e599b728c006a94a6ee,,,Medium,,Tâm Hà,638ee5aaf48fbd9b62d97a6f,Tâm Hà,638ee5aaf48fbd9b62d97a6f,Tâm Hà,638ee5aaf48fbd9b62d97a6f,17/Dec/22 5:49 PM,17/Dec/22 9:59 PM,03/Jan/23 3:35 PM,,,0,FundTransfer,,,Tâm Hà,638ee5aaf48fbd9b62d97a6f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BK02-2,,,,,,,,,0|i000v9:x,,BK02 Sprint 2,,,,,,,,,Intergartion,,,,,,,In Progress
"IPF7 - Fund Transfer Manager - If the source account does not have the necessary balance, system displays an error",BK02-156,10194,Story,In Progress,BK02,Banking02,software,Đỗ Vũ,62a15e599b728c006a94a6ee,,,Medium,,Tâm Hà,638ee5aaf48fbd9b62d97a6f,Tâm Hà,638ee5aaf48fbd9b62d97a6f,Tâm Hà,638ee5aaf48fbd9b62d97a6f,17/Dec/22 5:48 PM,17/Dec/22 9:59 PM,03/Jan/23 4:59 PM,,,0,FundTransfer,,,Tâm Hà,638ee5aaf48fbd9b62d97a6f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BK02-2,,,,,,,,,0|i000v9:v,,BK02 Sprint 2,,,,,,,,,Intergartion,,,,,,,In Progress
"IPF6 - Fund Transfer Manager - If these source and destination account numbers are same, system displays an error",BK02-155,10193,Story,In Progress,BK02,Banking02,software,Đỗ Vũ,62a15e599b728c006a94a6ee,,,Medium,,Tâm Hà,638ee5aaf48fbd9b62d97a6f,Tâm Hà,638ee5aaf48fbd9b62d97a6f,Tâm Hà,638ee5aaf48fbd9b62d97a6f,17/Dec/22 5:47 PM,17/Dec/22 9:59 PM,03/Jan/23 4:59 PM,,,0,FundTransfer,,,Tâm Hà,638ee5aaf48fbd9b62d97a6f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BK02-2,,,,,,,,,0|i000v9:r,,BK02 Sprint 2,,,,,,,,,Intergartion,,,,,,,In Progress
"IPF5 - Fund Transfer Manager - If these source and destination account numbers are invalid, system displays an error",BK02-154,10192,Story,In Progress,BK02,Banking02,software,Đỗ Vũ,62a15e599b728c006a94a6ee,,,Medium,,Tâm Hà,638ee5aaf48fbd9b62d97a6f,Tâm Hà,638ee5aaf48fbd9b62d97a6f,Tâm Hà,638ee5aaf48fbd9b62d97a6f,17/Dec/22 5:45 PM,17/Dec/22 9:59 PM,03/Jan/23 4:59 PM,,,0,FundTransfer,,,Tâm Hà,638ee5aaf48fbd9b62d97a6f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BK02-2,,,,,,,,,0|i000v9:i,,BK02 Sprint 2,,,,,,,,,Intergartion,,,,,,,In Progress
IPF4 - Balance Enquiry Customer- Account number entered should exist in database,BK02-153,10191,Bug,In Progress,BK02,Banking02,software,Đỗ Vũ,62a15e599b728c006a94a6ee,,,Medium,,Tâm Hà,638ee5aaf48fbd9b62d97a6f,Tâm Hà,638ee5aaf48fbd9b62d97a6f,Tâm Hà,638ee5aaf48fbd9b62d97a6f,17/Dec/22 5:42 PM,17/Dec/22 9:14 PM,03/Jan/23 4:59 PM,,,0,BalanceEnquiry,,,Tâm Hà,638ee5aaf48fbd9b62d97a6f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BK02-1,,,,,,,,,0|i000v9:,,BK02 Sprint 2,,,,,,,,,Intergartion,,Fail,,No have form for customer,,,In Progress
IPF3 - Balance Enquiry Customer - Customer can view balance of only his accounts,BK02-152,10190,Bug,In Progress,BK02,Banking02,software,Đỗ Vũ,62a15e599b728c006a94a6ee,,,Medium,,Tâm Hà,638ee5aaf48fbd9b62d97a6f,Tâm Hà,638ee5aaf48fbd9b62d97a6f,Tâm Hà,638ee5aaf48fbd9b62d97a6f,17/Dec/22 5:35 PM,17/Dec/22 9:12 PM,03/Jan/23 4:59 PM,,,0,BalanceEnquiry,The web haven’t form for customer,,Tâm Hà,638ee5aaf48fbd9b62d97a6f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BK02-1,,,,,,,,,0|i000v8:,,BK02 Sprint 2,,,,,,,,,Intergartion,,Fail,,no haven't form for customer ,,,In Progress
IPF2 - Balance Enquiry Manager- Account number entered should exist in database,BK02-151,10189,Bug,In Progress,BK02,Banking02,software,Đỗ Vũ,62a15e599b728c006a94a6ee,,,Medium,,Tâm Hà,638ee5aaf48fbd9b62d97a6f,Tâm Hà,638ee5aaf48fbd9b62d97a6f,Tâm Hà,638ee5aaf48fbd9b62d97a6f,17/Dec/22 5:18 PM,17/Dec/22 9:10 PM,03/Jan/23 4:59 PM,,,0,BalanceEnquiry,enter the Account id in Balance Enquiry,,Tâm Hà,638ee5aaf48fbd9b62d97a6f,,,,,,,,,,,,,,,,,,,,,,,,17/Dec/22 9:08 PM;ug:07cad6c8-2c57-4458-ad20-c2b500a7bfab;image-20221217-140831.png;https://dolongvu.atlassian.net/secure/attachment/10105/image-20221217-140831.png,17/Dec/22 9:08 PM;ug:07cad6c8-2c57-4458-ad20-c2b500a7bfab;image-20221217-140834.png;https://dolongvu.atlassian.net/secure/attachment/10106/image-20221217-140834.png,,,,Error form,,,,,,,,,,BK02-1,,,,Account number entered should exist in database,,,,,0|i000v6:,,BK02 Sprint 2,,,,,,,,,Intergartion,,Fail,,1) Enter the Acount id in Balance Enquiry,,,In Progress
IPF1 - Balance Enquiry Manager - Manager can view balance of accounts associate with him,BK02-150,10188,Bug,In Progress,BK02,Banking02,software,Đỗ Vũ,62a15e599b728c006a94a6ee,,,Medium,,Tâm Hà,638ee5aaf48fbd9b62d97a6f,Tâm Hà,638ee5aaf48fbd9b62d97a6f,Tâm Hà,638ee5aaf48fbd9b62d97a6f,17/Dec/22 5:16 PM,17/Dec/22 9:07 PM,03/Jan/23 3:35 PM,,,0,BalanceEnquiry,enter the  Account No,,Tâm Hà,638ee5aaf48fbd9b62d97a6f,,,,,,,,,,,,,,,,,,,,,,,,17/Dec/22 9:05 PM;ug:07cad6c8-2c57-4458-ad20-c2b500a7bfab;image-20221217-140502.png;https://dolongvu.atlassian.net/secure/attachment/10103/image-20221217-140502.png,17/Dec/22 9:05 PM;ug:07cad6c8-2c57-4458-ad20-c2b500a7bfab;image-20221217-140545.png;https://dolongvu.atlassian.net/secure/attachment/10104/image-20221217-140545.png,,,,Error form,,,,,,,,,,BK02-1,,,,Manager can view balance of accounts associate with him,,,,,0|i000v2:,,BK02 Sprint 2,,,,,,,,,Intergartion,,Fail,,1) Enter the Account id in Balance Enquiry,,,In Progress
IPF43 - Verify Mini Statement -  Check account no is invalid,BK02-149,10187,Bug,In Progress,BK02,Banking02,software,Đỗ Vũ,62a15e599b728c006a94a6ee,,,Medium,,,,Đỗ Vũ,62a15e599b728c006a94a6ee,Đỗ Vũ,62a15e599b728c006a94a6ee,17/Dec/22 5:14 PM,17/Dec/22 8:40 PM,03/Jan/23 4:59 PM,,,0,MiniStatementPage,"Account no in valid

Test data

123",,Đỗ Vũ,62a15e599b728c006a94a6ee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BK02-3,,,,"No notice""System displays an error.""",,,,,0|i0013q:,,BK02 Sprint 2,,,,,,,,,Intergartion,,Fail,,"1)Enter the Accout number
2)Submit",,,In Progress
IPF40 - Verify Customized Statement -Check From Date is greater than To Date,BK02-148,10186,Bug,In Progress,BK02,Banking02,software,Đỗ Vũ,62a15e599b728c006a94a6ee,,,Medium,,,,Đỗ Vũ,62a15e599b728c006a94a6ee,Đỗ Vũ,62a15e599b728c006a94a6ee,17/Dec/22 5:08 PM,17/Dec/22 8:39 PM,03/Jan/23 4:59 PM,,,0,CustomizedStatementForm,"From Date is greater than To Date

Test data

123

07/12/2022

15/12/2033

12

10",,Đỗ Vũ,62a15e599b728c006a94a6ee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BK02-4,,,,No error messages appear,,,,,0|i0013i:,,BK02 Sprint 2,,,,,,,,,Intergartion,,,,"1)Enter all required field with user data 
2)Enter submit",,,In Progress
IPF24 - Verify Delete Customer- Check if account associate with Customer Id,BK02-147,10185,Story,To Do,BK02,Banking02,software,Đỗ Vũ,62a15e599b728c006a94a6ee,,,Medium,,Huy Nguyễn,62a13a06352bf40068d0e81c,Huy Nguyễn,62a13a06352bf40068d0e81c,Huy Nguyễn,62a13a06352bf40068d0e81c,17/Dec/22 4:25 PM,17/Dec/22 6:46 PM,03/Jan/23 4:59 PM,,,0,DeleteCustomer,"If account associate with Customer Id, System displays an error",,Huy Nguyễn,62a13a06352bf40068d0e81c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BK02-11,,,,"An error message ""Account must be linked with customer id"" must shown",,,,,0|i000w5:,,BK02 Sprint 2,,,,,,,,,Intergartion,,,,"1.Enter customer Id is invalid
2.submit",,,To Do
IPF45 - Verify Mini Statement -  Check account not associate with manager itself.,BK02-146,10184,Bug,In Progress,BK02,Banking02,software,Đỗ Vũ,62a15e599b728c006a94a6ee,,,Medium,,,,Đỗ Vũ,62a15e599b728c006a94a6ee,Đỗ Vũ,62a15e599b728c006a94a6ee,17/Dec/22 4:23 PM,17/Dec/22 8:40 PM,03/Jan/23 4:59 PM,,,0,MiniStatementPage,"Account no in valid

Test data

123",,Đỗ Vũ,62a15e599b728c006a94a6ee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BK02-3,,,,"No notice""System displays an error.""",,,,,0|i00146:,,BK02 Sprint 2,,,,,,,,,Intergartion,,Fail,,"1)Enter the Accout number
2)Submit",,,In Progress
